,Map,Team 1 ID,Team 2 ID,score_diff,winner
29260,Cache,5752,7010,-10,7010
29262,Train,6615,5974,5,6615
29263,Cache,5974,6615,3,5974
29264,Train,5991,4991,2,5991
29265,Cobblestone,7010,5752,-3,5752
29266,Inferno,4991,5991,13,4991
29267,Train,5378,6665,8,5378
29268,Inferno,6665,5378,7,6665
29269,Cobblestone,6137,6710,2,6137
29270,Inferno,6710,6137,-11,6137
29281,Cobblestone,6978,7532,6,6978
29282,Overpass,6978,7532,5,6978
29296,Inferno,7532,4688,2,7532
29297,Mirage,7532,4688,-7,4688
29298,Overpass,7532,4688,14,7532
29299,Inferno,4602,6673,3,4602
29300,Overpass,4602,6673,7,4602
29334,Cobblestone,6290,6211,-4,6211
29335,Cobblestone,6211,6290,12,6211
29336,Overpass,6615,6137,-12,6137
29337,Train,6665,5995,4,6665
29339,Nuke,5995,6665,10,5995
29340,Overpass,5422,4494,-11,4494
29341,Mirage,4494,5422,11,4494
29342,Cache,6137,6615,-4,6615
29359,Cobblestone,6290,6211,-4,6211
29360,Cobblestone,6211,6290,12,6211
29361,Overpass,6615,6137,-12,6137
29362,Train,6665,5995,4,6665
29364,Nuke,5995,6665,10,5995
29365,Overpass,5422,4494,-11,4494
29366,Mirage,4494,5422,11,4494
29367,Cache,6137,6615,-4,6615
29400,Mirage,7532,6902,-6,6902
29401,Cache,7532,6902,-6,6902
29418,Mirage,7532,6902,-6,6902
29419,Cache,7532,6902,-6,6902
29420,Cache,6665,4411,-4,4411
29421,Inferno,4494,6667,2,4494
29422,Inferno,4411,6665,-4,6665
29423,Overpass,6667,4494,6,6667
29448,Cache,6665,4411,-4,4411
29449,Inferno,4494,6667,2,4494
29450,Inferno,4411,6665,-4,6665
29451,Overpass,6667,4494,6,6667
29482,Overpass,5995,4608,-3,4608
29489,Mirage,6386,7557,-5,7557
29490,Nuke,4608,5995,-6,5995
29491,Cobblestone,5005,7010,-4,7010
29492,Train,7175,5378,7,7175
29493,Cache,7010,5005,6,7010
29494,Inferno,7557,6386,12,7557
29495,Nuke,5378,7175,-15,7175
29525,Overpass,5995,4608,-3,4608
29532,Mirage,6386,7557,-5,7557
29533,Nuke,4608,5995,-6,5995
29534,Cobblestone,5005,7010,-4,7010
29535,Train,7175,5378,7,7175
29536,Cache,7010,5005,6,7010
29537,Inferno,7557,6386,12,7557
29538,Nuke,5378,7175,-15,7175
29562,Inferno,7533,6134,11,7533
29567,Overpass,4674,4608,8,4674
29569,Cobblestone,4608,4674,-6,4674
29570,Cobblestone,6134,7533,-5,7533
29574,Cobblestone,5005,5974,-2,5974
29575,Cache,5974,5005,7,5974
29577,Inferno,7104,6673,-11,6673
29581,Mirage,6673,7104,8,6673
29585,Cache,6651,6902,4,6651
29586,Cobblestone,6651,6902,11,6651
29594,Cobblestone,6615,5752,-7,5752
29595,Mirage,6615,5752,-10,5752
29600,Cache,6137,5991,7,6137
29601,Mirage,6137,5991,13,6137
29631,Inferno,7533,6134,11,7533
29636,Overpass,4674,4608,8,4674
29638,Cobblestone,4608,4674,-6,4674
29639,Cobblestone,6134,7533,-5,7533
29643,Cobblestone,5005,5974,-2,5974
29644,Cache,5974,5005,7,5974
29646,Inferno,7104,6673,-11,6673
29650,Mirage,6673,7104,8,6673
29654,Cache,6651,6902,4,6651
29655,Cobblestone,6651,6902,11,6651
29663,Cobblestone,6615,5752,-7,5752
29664,Mirage,6615,5752,-10,5752
29669,Cache,6137,5991,7,6137
29670,Mirage,6137,5991,13,6137
29700,Cobblestone,7557,6673,4,7557
29701,Inferno,6673,7557,7,6673
29702,Cobblestone,5974,6211,4,5974
29703,Train,6211,5974,14,6211
29717,Inferno,6137,5752,2,6137
29718,Train,6137,5752,-7,5752
29719,Mirage,6137,5752,8,6137
29720,Nuke,4411,5973,-6,5973
29721,Inferno,4411,5973,9,4411
29722,Cobblestone,4411,5973,-13,5973
29723,Mirage,5991,6615,-5,6615
29724,Train,5991,6615,2,5991
29725,Nuke,5991,6615,-2,6615
29736,Train,6902,4411,-13,4411
29737,Cache,6902,4411,-8,4411
29740,Cobblestone,7557,6673,4,7557
29741,Inferno,6673,7557,7,6673
29742,Cobblestone,5974,6211,4,5974
29743,Train,6211,5974,14,6211
29757,Inferno,6137,5752,2,6137
29758,Train,6137,5752,-7,5752
29759,Mirage,6137,5752,8,6137
29760,Nuke,4411,5973,-6,5973
29761,Inferno,4411,5973,9,4411
29762,Cobblestone,4411,5973,-13,5973
29763,Mirage,5991,6615,-5,6615
29764,Train,5991,6615,2,5991
29765,Nuke,5991,6615,-2,6615
29776,Train,6902,4411,-13,4411
29777,Cache,6902,4411,-8,4411
29780,Inferno,7801,5670,-8,5670
29781,Mirage,7801,7632,10,7801
29783,Mirage,7817,6301,-11,6301
29789,Train,6673,5670,-2,5670
29836,Nuke,6615,5973,6,6615
29837,Train,6615,5973,-6,5973
29838,Mirage,6615,5973,6,6615
29839,Cobblestone,6137,6651,12,6137
29840,Cache,6137,6651,9,6137
29841,Inferno,4411,5752,-6,5752
29842,Cache,4411,5752,-2,5752
29843,Train,6651,5973,15,6651
29844,Nuke,6651,5973,2,6651
29845,Inferno,7801,5670,-8,5670
29846,Mirage,7801,7632,10,7801
29848,Mirage,7817,6301,-11,6301
29854,Train,6673,5670,-2,5670
29901,Nuke,6615,5973,6,6615
29902,Train,6615,5973,-6,5973
29903,Mirage,6615,5973,6,6615
29904,Cobblestone,6137,6651,12,6137
29905,Cache,6137,6651,9,6137
29906,Inferno,4411,5752,-6,5752
29907,Cache,4411,5752,-2,5752
29908,Train,6651,5973,15,6651
29909,Nuke,6651,5973,2,6651
29917,Overpass,7532,7124,-7,7124
29926,Inferno,6301,7531,2,6301
29929,Mirage,6301,5670,-10,5670
29930,Train,6301,5670,2,6301
29931,Nuke,6301,5670,6,6301
29958,Cache,5752,6615,2,5752
29959,Cobblestone,5752,6615,-5,6615
29960,Mirage,5752,6615,-2,6615
29961,Inferno,6651,6615,6,6651
29962,Mirage,6651,6615,-7,6615
29963,Cobblestone,6651,6615,10,6651
29972,Inferno,6137,6651,14,6137
29973,Cache,6137,6651,3,6137
29981,Overpass,7532,7124,-7,7124
29990,Inferno,6301,7531,2,6301
29993,Mirage,6301,5670,-10,5670
29994,Train,6301,5670,2,6301
29995,Nuke,6301,5670,6,6301
30022,Cache,5752,6615,2,5752
30023,Cobblestone,5752,6615,-5,6615
30024,Mirage,5752,6615,-2,6615
30025,Inferno,6651,6615,6,6651
30026,Mirage,6651,6615,-7,6615
30027,Cobblestone,6651,6615,10,6651
30036,Inferno,6137,6651,14,6137
30037,Cache,6137,6651,3,6137
30090,Overpass,7533,4674,9,7533
30092,Inferno,5378,6667,-5,6667
30094,Cache,5310,4494,-8,4494
30095,Mirage,4494,5310,4,4494
30097,Cache,6665,5995,-7,5995
30098,Train,6667,5378,12,6667
30099,Train,5995,6665,4,5995
30100,Cobblestone,5974,6673,6,5974
30102,Cobblestone,4674,7533,-10,7533
30103,Overpass,6665,6902,11,6665
30104,Nuke,6667,5378,12,6667
30105,Inferno,5378,6667,-6,6667
30107,Mirage,6902,6665,-7,6665
30126,Overpass,7533,4674,9,7533
30128,Inferno,5378,6667,-5,6667
30130,Cache,5310,4494,-8,4494
30131,Mirage,4494,5310,4,4494
30133,Cache,6665,5995,-7,5995
30134,Train,6667,5378,12,6667
30135,Train,5995,6665,4,5995
30136,Cobblestone,5974,6673,6,5974
30138,Cobblestone,4674,7533,-10,7533
30139,Overpass,6665,6902,11,6665
30140,Nuke,6667,5378,12,6667
30141,Inferno,5378,6667,-6,6667
30143,Mirage,6902,6665,-7,6665
30162,Mirage,6673,7801,3,6673
30163,Train,5991,6902,5,5991
30164,Nuke,5991,7175,4,5991
30165,Inferno,6665,4991,10,6665
30166,Cache,7533,4411,15,7533
30167,Cobblestone,7801,6673,-9,6673
30168,Train,7175,5991,-7,5991
30169,Inferno,6667,4411,15,6667
30170,Cache,6902,5991,5,6902
30171,Train,4991,6665,2,4991
30172,Nuke,5378,5995,-3,5995
30181,Inferno,5995,5378,-6,5378
30183,Cobblestone,4411,7533,-13,7533
30184,Nuke,4411,6667,-3,6667
30185,Train,7801,6615,-2,6615
30186,Train,6615,7801,13,6615
30187,Inferno,6137,6673,5,6137
30219,Mirage,6673,7801,3,6673
30220,Train,5991,6902,5,5991
30221,Nuke,5991,7175,4,5991
30222,Inferno,6665,4991,10,6665
30223,Cache,7533,4411,15,7533
30224,Cobblestone,7801,6673,-9,6673
30225,Train,7175,5991,-7,5991
30226,Inferno,6667,4411,15,6667
30227,Cache,6902,5991,5,6902
30228,Train,4991,6665,2,4991
30229,Nuke,5378,5995,-3,5995
30238,Inferno,5995,5378,-6,5378
30240,Cobblestone,4411,7533,-13,7533
30241,Nuke,4411,6667,-3,6667
30242,Train,7801,6615,-2,6615
30243,Train,6615,7801,13,6615
30244,Inferno,6137,6673,5,6137
30276,Inferno,4411,5991,3,4411
30277,Cache,5991,4411,3,5991
30278,Nuke,4608,4494,-8,4494
30281,Mirage,4494,4608,16,4494
30282,Inferno,5973,7010,-7,7010
30283,Train,5752,6290,-10,6290
30284,Mirage,6211,7557,-10,7557
30285,Train,5974,6290,13,5974
30286,Train,7557,6211,2,7557
30287,Cobblestone,6615,6386,16,6615
30288,Train,6386,6615,-13,6615
30289,Inferno,6290,5752,-10,5752
30290,Cobblestone,7010,5973,-13,5973
30291,Train,6290,5974,-9,5974
30331,Inferno,4411,5991,3,4411
30332,Cache,5991,4411,3,5991
30333,Nuke,4608,4494,-8,4494
30336,Mirage,4494,4608,16,4494
30337,Inferno,5973,7010,-7,7010
30338,Train,5752,6290,-10,6290
30339,Mirage,6211,7557,-10,7557
30340,Train,5974,6290,13,5974
30341,Train,7557,6211,2,7557
30342,Cobblestone,6615,6386,16,6615
30343,Train,6386,6615,-13,6615
30344,Inferno,6290,5752,-10,5752
30345,Cobblestone,7010,5973,-13,5973
30346,Train,6290,5974,-9,5974
30396,Train,6651,7175,2,6651
30401,Overpass,5310,6290,8,5310
30403,Overpass,5974,7104,6,5974
30404,Train,7104,5974,-8,5974
30405,Cache,5005,7557,-14,7557
30406,Inferno,7010,5973,5,7010
30407,Cache,5995,5752,-6,5752
30410,Train,7557,5005,7,7557
30445,Train,6651,7175,2,6651
30450,Overpass,5310,6290,8,5310
30452,Overpass,5974,7104,6,5974
30453,Train,7104,5974,-8,5974
30454,Cache,5005,7557,-14,7557
30455,Inferno,7010,5973,5,7010
30456,Cache,5995,5752,-6,5752
30459,Train,7557,5005,7,7557
30485,Cache,5005,6356,8,5005
30487,Cobblestone,5005,7723,13,5005
30493,Inferno,4674,7674,-5,7674
30510,Inferno,7010,5752,9,7010
30516,Nuke,5310,7175,-14,7175
30517,Inferno,5310,7175,-5,7175
30527,Cobblestone,5973,5995,-3,5995
30528,Train,5973,5995,11,5973
30529,Nuke,5973,5995,-7,5995
30543,Mirage,6290,7175,-6,7175
30544,Nuke,6290,7175,-11,7175
30555,Cache,5005,6356,8,5005
30557,Cobblestone,5005,7723,13,5005
30563,Inferno,4674,7674,-5,7674
30580,Inferno,7010,5752,9,7010
30586,Nuke,5310,7175,-14,7175
30587,Inferno,5310,7175,-5,7175
30597,Cobblestone,5973,5995,-3,5995
30598,Train,5973,5995,11,5973
30599,Nuke,5973,5995,-7,5995
30613,Mirage,6290,7175,-6,7175
30614,Nuke,6290,7175,-11,7175
30630,Train,7010,6651,-4,6651
30631,Inferno,7010,6651,-4,6651
30648,Nuke,6651,5995,-3,5995
30649,Train,6651,5995,4,6651
30650,Cobblestone,6651,5995,2,6651
30651,Cobblestone,5752,5995,-4,5995
30652,Inferno,5752,5995,4,5752
30653,Cache,5752,5995,-6,5995
30654,Train,5005,7855,12,5005
30655,Cobblestone,5005,7855,4,5005
30667,Overpass,7010,7175,-2,7175
30668,Inferno,7010,7175,10,7010
30669,Cobblestone,7010,7175,3,7010
30680,Train,7010,6651,-4,6651
30681,Inferno,7010,6651,-4,6651
30698,Nuke,6651,5995,-3,5995
30699,Train,6651,5995,4,6651
30700,Cobblestone,6651,5995,2,6651
30701,Cobblestone,5752,5995,-4,5995
30702,Inferno,5752,5995,4,5752
30703,Cache,5752,5995,-6,5995
30704,Train,5005,7855,12,5005
30705,Cobblestone,5005,7855,4,5005
30717,Overpass,7010,7175,-2,7175
30718,Inferno,7010,7175,10,7010
30719,Cobblestone,7010,7175,3,7010
30814,Cobblestone,7801,7010,-8,7010
30815,Cobblestone,7010,7801,8,7010
30816,Inferno,5422,4411,-10,4411
30820,Cache,6902,4494,-6,4494
30821,Mirage,4494,6902,-5,6902
30823,Cache,4411,5422,-14,5422
30824,Cobblestone,7801,7863,11,7801
30825,Inferno,7801,7863,8,7801
30839,Cobblestone,7124,4674,5,7124
30840,Nuke,7124,4674,7,7124
30852,Cobblestone,7801,7010,-8,7010
30853,Cobblestone,7010,7801,8,7010
30854,Inferno,5422,4411,-10,4411
30858,Cache,6902,4494,-6,4494
30859,Mirage,4494,6902,-5,6902
30861,Cache,4411,5422,-14,5422
30862,Cobblestone,7801,7863,11,7801
30863,Inferno,7801,7863,8,7801
30877,Cobblestone,7124,4674,5,7124
30878,Nuke,7124,4674,7,7124
30890,Cobblestone,4494,4411,-5,4411
30891,Cobblestone,4411,4991,2,4411
30892,Cache,5974,5973,12,5974
30893,Cobblestone,5973,5974,4,5973
30894,Cache,4411,4494,-5,4494
30895,Inferno,4991,4411,3,4991
30896,Cobblestone,6667,6665,-9,6665
30897,Train,6010,6211,11,6010
30898,Cobblestone,6137,7533,2,6137
30899,Train,7606,6615,-8,6615
30900,Mirage,6673,5974,-9,5974
30901,Mirage,6667,6211,12,6667
30902,Mirage,6673,6290,3,6673
30903,Inferno,6665,6010,11,6665
30904,Cobblestone,6137,7606,10,6137
30905,Inferno,7533,6615,2,7533
30906,Mirage,6290,6673,9,6290
30926,Train,5395,4674,3,5395
30927,Cobblestone,5395,4674,5,5395
30928,Cobblestone,4494,4411,-5,4411
30929,Cobblestone,4411,4991,2,4411
30930,Cache,5974,5973,12,5974
30931,Cobblestone,5973,5974,4,5973
30932,Cache,4411,4494,-5,4494
30933,Inferno,4991,4411,3,4991
30934,Cobblestone,6667,6665,-9,6665
30935,Train,6010,6211,11,6010
30936,Cobblestone,6137,7533,2,6137
30937,Train,7606,6615,-8,6615
30938,Mirage,6673,5974,-9,5974
30939,Mirage,6667,6211,12,6667
30940,Mirage,6673,6290,3,6673
30941,Inferno,6665,6010,11,6665
30942,Cobblestone,6137,7606,10,6137
30943,Inferno,7533,6615,2,7533
30944,Mirage,6290,6673,9,6290
30964,Train,5395,4674,3,5395
30965,Cobblestone,5395,4674,5,5395
30966,Cobblestone,5973,7010,3,5973
30967,Inferno,5422,6902,6,5422
30973,Cobblestone,7010,5973,-4,5973
30974,Mirage,6902,5422,-8,5422
30979,Train,4494,5378,-4,5378
30983,Overpass,5378,4494,-5,4494
30985,Train,6667,6615,10,6667
30986,Cobblestone,7606,6211,-11,6211
30987,Inferno,5752,6290,13,5752
30988,Train,6615,6010,6,6615
30989,Nuke,6211,6665,-13,6665
30990,Mirage,6290,5752,-10,5752
30991,Train,6615,6010,12,6615
30992,Inferno,6137,6665,4,6137
30993,Cache,7533,6667,-3,6667
30994,Nuke,7533,6010,-3,6010
31014,Cobblestone,7801,7862,6,7801
31015,Mirage,7801,7862,6,7801
31032,Cobblestone,5973,7010,3,5973
31033,Inferno,5422,6902,6,5422
31039,Cobblestone,7010,5973,-4,5973
31040,Mirage,6902,5422,-8,5422
31045,Train,4494,5378,-4,5378
31049,Overpass,5378,4494,-5,4494
31051,Train,6667,6615,10,6667
31052,Cobblestone,7606,6211,-11,6211
31053,Inferno,5752,6290,13,5752
31054,Train,6615,6010,6,6615
31055,Nuke,6211,6665,-13,6665
31056,Mirage,6290,5752,-10,5752
31057,Train,6615,6010,12,6615
31058,Inferno,6137,6665,4,6137
31059,Cache,7533,6667,-3,6667
31060,Nuke,7533,6010,-3,6010
31080,Cobblestone,7801,7862,6,7801
31081,Mirage,7801,7862,6,7801
31099,Overpass,6290,7658,11,6290
31100,Mirage,7010,7598,15,7010
31110,Cobblestone,7801,5752,-15,5752
31112,Inferno,5752,7801,14,5752
31158,Overpass,6290,7658,11,6290
31159,Mirage,7010,7598,15,7010
31169,Cobblestone,7801,5752,-15,5752
31171,Inferno,5752,7801,14,5752
31222,Cache,5310,5991,11,5310
31224,Mirage,4608,4494,-13,4494
31226,Inferno,5995,4602,-9,4602
31227,Train,4608,7557,11,4608
31229,Inferno,7010,7841,15,7010
31231,Cobblestone,7175,4494,-6,4494
31232,Train,6290,7726,11,6290
31269,Train,6137,6615,15,6137
31270,Overpass,6137,6615,9,6137
31273,Cache,4501,7532,-4,7532
31274,Train,4501,7532,3,4501
31275,Inferno,4501,7532,-2,7532
31285,Mirage,6693,7532,-14,7532
31286,Cobblestone,6693,7532,2,6693
31287,Overpass,6693,7532,-12,7532
31290,Cobblestone,6667,6665,3,6667
31291,Nuke,6667,6665,-5,6665
31292,Train,6667,6665,7,6667
31302,Cache,5310,5991,11,5310
31304,Mirage,4608,4494,-13,4494
31306,Inferno,5995,4602,-9,4602
31307,Train,4608,7557,11,4608
31309,Inferno,7010,7841,15,7010
31311,Cobblestone,7175,4494,-6,4494
31312,Train,6290,7726,11,6290
31349,Train,6137,6615,15,6137
31350,Overpass,6137,6615,9,6137
31353,Cache,4501,7532,-4,7532
31354,Train,4501,7532,3,4501
31355,Inferno,4501,7532,-2,7532
31365,Mirage,6693,7532,-14,7532
31366,Cobblestone,6693,7532,2,6693
31367,Overpass,6693,7532,-12,7532
31370,Cobblestone,6667,6665,3,6667
31371,Nuke,6667,6665,-5,6665
31372,Train,6667,6665,7,6667
31390,Cobblestone,4602,5995,-5,5995
31391,Train,4602,5995,-7,5995
31407,Train,6290,7841,14,6290
31408,Mirage,6290,7841,7,6290
31413,Cobblestone,4608,7557,9,4608
31414,Train,4608,7557,-7,7557
31415,Mirage,4608,7557,-12,7557
31422,Inferno,7010,7658,5,7010
31423,Mirage,7010,7658,3,7010
31424,Inferno,5995,5991,6,5995
31425,Cobblestone,5995,5991,8,5995
31428,Mirage,7557,7175,3,7557
31429,Nuke,7557,7175,-12,7175
31430,Train,7557,7175,4,7557
31433,Cobblestone,7010,6290,8,7010
31434,Train,7010,6290,12,7010
31441,Train,6137,6667,4,6137
31442,Cache,6137,6667,9,6137
31443,Inferno,6137,6667,-3,6667
31444,Overpass,6137,6667,5,6137
31461,Cobblestone,4602,5995,-5,5995
31462,Train,4602,5995,-7,5995
31478,Train,6290,7841,14,6290
31479,Mirage,6290,7841,7,6290
31484,Cobblestone,4608,7557,9,4608
31485,Train,4608,7557,-7,7557
31486,Mirage,4608,7557,-12,7557
31493,Inferno,7010,7658,5,7010
31494,Mirage,7010,7658,3,7010
31495,Inferno,5995,5991,6,5995
31496,Cobblestone,5995,5991,8,5995
31499,Mirage,7557,7175,3,7557
31500,Nuke,7557,7175,-12,7175
31501,Train,7557,7175,4,7557
31504,Cobblestone,7010,6290,8,7010
31505,Train,7010,6290,12,7010
31512,Train,6137,6667,4,6137
31513,Cache,6137,6667,9,6137
31514,Inferno,6137,6667,-3,6667
31515,Overpass,6137,6667,5,6137
31534,Cache,5310,5995,-10,5995
31535,Cobblestone,5310,5995,-2,5995
31541,Cobblestone,5310,7557,2,5310
31542,Cache,5310,7557,9,5310
31543,Overpass,4494,5995,-8,5995
31544,Cache,4494,5995,2,4494
31545,Cobblestone,4494,5995,-10,5995
31562,Cache,5310,5995,-10,5995
31563,Cobblestone,5310,5995,-2,5995
31569,Cobblestone,5310,7557,2,5310
31570,Cache,5310,7557,9,5310
31571,Overpass,4494,5995,-8,5995
31572,Cache,4494,5995,2,4494
31573,Cobblestone,4494,5995,-10,5995
31574,Train,6290,7010,7,6290
31576,Nuke,5991,4674,6,5991
31578,Cache,6902,5378,3,6902
31579,Inferno,4674,5991,-4,5991
31584,Train,5378,6902,5,5378
31585,Cache,7010,6290,-3,6290
31587,Nuke,4411,5991,-7,5991
31592,Nuke,5991,4411,-3,4411
31616,Train,6290,7010,7,6290
31618,Nuke,5991,4674,6,5991
31620,Cache,6902,5378,3,6902
31621,Inferno,4674,5991,-4,5991
31626,Train,5378,6902,5,5378
31627,Cache,7010,6290,-3,6290
31629,Nuke,4411,5991,-7,5991
31634,Nuke,5991,4411,-3,4411
31658,Overpass,6134,7175,-4,7175
31659,Train,4494,5995,3,4494
31660,Inferno,7175,6134,6,7175
31661,Cache,5974,5752,-2,5752
31663,Cobblestone,5995,4494,5,5995
31666,Mirage,5752,5974,3,5752
31667,Train,6673,6137,-3,6137
31669,Inferno,4991,5378,4,4991
31671,Train,5310,6667,2,5310
31673,Mirage,5378,4991,-7,4991
31674,Overpass,4991,6134,8,4991
31675,Mirage,7010,6211,13,7010
31676,Cobblestone,6615,5974,5,6615
31677,Train,6134,4991,-6,4991
31679,Cache,6667,5310,4,6667
31680,Mirage,5974,6615,-4,6615
31681,Inferno,5752,6673,-4,6673
31682,Cache,6211,7010,12,6211
31683,Inferno,6673,5752,-9,5752
31731,Overpass,6134,7175,-4,7175
31732,Train,4494,5995,3,4494
31733,Inferno,7175,6134,6,7175
31734,Cache,5974,5752,-2,5752
31736,Cobblestone,5995,4494,5,5995
31739,Mirage,5752,5974,3,5752
31740,Train,6673,6137,-3,6137
31742,Inferno,4991,5378,4,4991
31744,Train,5310,6667,2,5310
31746,Mirage,5378,4991,-7,4991
31747,Overpass,4991,6134,8,4991
31748,Mirage,7010,6211,13,7010
31749,Cobblestone,6615,5974,5,6615
31750,Train,6134,4991,-6,4991
31752,Cache,6667,5310,4,6667
31753,Mirage,5974,6615,-4,6615
31754,Inferno,5752,6673,-4,6673
31755,Cache,6211,7010,12,6211
31756,Inferno,6673,5752,-9,5752
31804,Inferno,6673,6137,2,6673
31805,Cache,5378,7533,-9,7533
31806,Cache,6137,6673,9,6137
31807,Cobblestone,4608,7175,3,4608
31808,Inferno,6134,4674,-9,4674
31809,Mirage,4991,4494,10,4991
31810,Cache,4411,5310,11,4411
31811,Overpass,7175,4608,2,7175
31812,Cache,6667,5995,-2,5995
31813,Overpass,4674,6134,3,4674
31816,Inferno,5991,6665,3,5991
31817,Cache,4494,4991,-6,4991
31818,Inferno,7533,5378,10,7533
31820,Cache,5422,5995,-10,5995
31821,Inferno,5995,6667,12,5995
31823,Cache,6137,6211,-2,6211
31824,Cache,6211,6137,-5,6137
31826,Train,6665,5991,-3,5991
31828,Train,5310,4411,-2,4411
31829,Cobblestone,6673,6985,10,6673
31830,Nuke,5991,5378,-4,5378
31831,Inferno,5752,5973,-5,5973
31832,Nuke,6615,6290,7,6615
31833,Mirage,6290,6615,-7,6615
31834,Inferno,6985,6673,-14,6673
31835,Train,5995,5422,6,5995
31836,Inferno,7104,5005,-11,5005
31837,Cobblestone,5005,7104,14,5005
31838,Train,5973,5752,11,5973
31839,Nuke,5378,5991,-14,5991
31866,Inferno,6673,6137,2,6673
31867,Cache,5378,7533,-9,7533
31868,Cache,6137,6673,9,6137
31869,Cobblestone,4608,7175,3,4608
31870,Inferno,6134,4674,-9,4674
31871,Mirage,4991,4494,10,4991
31872,Cache,4411,5310,11,4411
31873,Overpass,7175,4608,2,7175
31874,Cache,6667,5995,-2,5995
31875,Overpass,4674,6134,3,4674
31878,Inferno,5991,6665,3,5991
31879,Cache,4494,4991,-6,4991
31880,Inferno,7533,5378,10,7533
31882,Cache,5422,5995,-10,5995
31883,Inferno,5995,6667,12,5995
31885,Cache,6137,6211,-2,6211
31886,Cache,6211,6137,-5,6137
31888,Train,6665,5991,-3,5991
31890,Train,5310,4411,-2,4411
31891,Cobblestone,6673,6985,10,6673
31892,Nuke,5991,5378,-4,5378
31893,Inferno,5752,5973,-5,5973
31894,Nuke,6615,6290,7,6615
31895,Mirage,6290,6615,-7,6615
31896,Inferno,6985,6673,-14,6673
31897,Train,5995,5422,6,5995
31898,Inferno,7104,5005,-11,5005
31899,Cobblestone,5005,7104,14,5005
31900,Train,5973,5752,11,5973
31901,Nuke,5378,5991,-14,5991
31945,Mirage,6137,5974,-4,5974
31948,Train,5005,6615,-9,6615
31950,Cache,7557,7010,-3,7010
31951,Inferno,5752,6673,-6,6673
31952,Inferno,7010,7557,9,7010
31953,Cache,6615,5005,-8,5005
31954,Train,6673,5752,-2,5752
31955,Cobblestone,7104,6211,-11,6211
31956,Inferno,6290,5973,-4,5973
31957,Mirage,5973,6290,5,5973
31958,Mirage,6211,7104,4,6211
31959,Train,5974,6137,4,5974
31976,Cache,6134,4674,-3,4674
31977,Train,6134,4674,-8,4674
32006,Mirage,6137,5974,-4,5974
32009,Train,5005,6615,-9,6615
32011,Cache,7557,7010,-3,7010
32012,Inferno,5752,6673,-6,6673
32013,Inferno,7010,7557,9,7010
32014,Cache,6615,5005,-8,5005
32015,Train,6673,5752,-2,5752
32016,Cobblestone,7104,6211,-11,6211
32017,Inferno,6290,5973,-4,5973
32018,Mirage,5973,6290,5,5973
32019,Mirage,6211,7104,4,6211
32020,Train,5974,6137,4,5974
32037,Cache,6134,4674,-3,4674
32038,Train,6134,4674,-8,4674
32050,Train,6301,4773,3,6301
32051,Mirage,5974,7531,7,5974
32053,Cache,6902,7212,5,6902
32054,Inferno,6673,7885,4,6673
32056,Cache,4773,7801,8,4773
32057,Cache,7557,6987,11,7557
32058,Overpass,6290,7104,13,6290
32059,Mirage,6301,7532,-4,7532
32061,Cache,7557,6811,12,7557
32062,Cache,5005,7883,12,5005
32063,Cache,5005,7885,-4,7885
32065,Train,6290,7558,7,6290
32066,Mirage,6673,7883,15,6673
32069,Train,6902,5395,-8,5395
32072,Mirage,5974,7882,11,5974
32074,Cobblestone,6301,4773,3,6301
32076,Inferno,7801,7532,-3,7532
32077,Mirage,6902,7212,2,6902
32081,Cache,6137,6290,7,6137
32082,Mirage,6137,6290,5,6137
32111,Cobblestone,5752,6673,13,5752
32112,Train,5752,6673,7,5752
32117,Inferno,5973,7010,-3,7010
32118,Cobblestone,5973,7010,-6,7010
32119,Cobblestone,6615,5974,-5,5974
32120,Train,6615,5974,-6,5974
32131,Train,6301,4773,3,6301
32132,Mirage,5974,7531,7,5974
32134,Cache,6902,7212,5,6902
32135,Inferno,6673,7885,4,6673
32137,Cache,4773,7801,8,4773
32138,Cache,7557,6987,11,7557
32139,Overpass,6290,7104,13,6290
32140,Mirage,6301,7532,-4,7532
32142,Cache,7557,6811,12,7557
32143,Cache,5005,7883,12,5005
32144,Cache,5005,7885,-4,7885
32146,Train,6290,7558,7,6290
32147,Mirage,6673,7883,15,6673
32150,Train,6902,5395,-8,5395
32153,Mirage,5974,7882,11,5974
32155,Cobblestone,6301,4773,3,6301
32157,Inferno,7801,7532,-3,7532
32158,Mirage,6902,7212,2,6902
32162,Cache,6137,6290,7,6137
32163,Mirage,6137,6290,5,6137
32192,Cobblestone,5752,6673,13,5752
32193,Train,5752,6673,7,5752
32198,Inferno,5973,7010,-3,7010
32199,Cobblestone,5973,7010,-6,7010
32200,Cobblestone,6615,5974,-5,5974
32201,Train,6615,5974,-6,5974
32212,Train,5005,6987,8,5005
32213,Train,6290,7879,12,6290
32214,Cache,7557,5974,3,7557
32215,Cache,5005,6811,2,5005
32217,Mirage,6673,6290,8,6673
32219,Cache,5974,7885,2,5974
32227,Cache,5395,7532,3,5395
32228,Inferno,5395,7532,4,5395
32231,Mirage,6137,7010,2,6137
32232,Inferno,6137,7010,13,6137
32240,Overpass,5395,6301,7,5395
32241,Inferno,5395,6301,5,5395
32242,Cache,7532,6902,2,7532
32243,Overpass,7532,6902,-11,6902
32244,Train,7532,6902,3,7532
32247,Train,5974,5752,-2,5752
