,Map,Team 1 ID,Team 2 ID,score_diff,winner
35659,Cache,5991,7566,4,5991
35660,Train,5991,7566,2,5991
35671,Nuke,5973,8053,12,5973
35672,Inferno,5973,8053,7,5973
35680,Overpass,6211,8079,5,6211
35681,Cache,6211,8079,9,6211
35699,Mirage,5973,6211,12,5973
35700,Cobblestone,5973,6211,-2,6211
35701,Train,5973,6211,-4,6211
35719,Train,5991,7339,-2,7339
35732,Overpass,5974,4411,-6,4411
35733,Overpass,5974,6673,5,5974
35736,Overpass,7557,7175,-8,7175
35737,Inferno,4411,7613,13,4411
35751,Mirage,7339,7175,-8,7175
35765,Cobblestone,5974,7613,-6,7613
35766,Cache,5974,7613,2,5974
35767,Mirage,5974,7613,-4,7613
35771,Train,6673,7613,7,6673
35772,Cobblestone,6673,7613,-5,7613
35773,Cache,6673,7613,-6,7613
35781,Cobblestone,7339,5991,-13,5991
35782,Overpass,7339,5991,-6,5991
35785,Cobblestone,5991,7557,2,5991
35786,Overpass,5991,7557,-10,7557
35787,Train,5991,7557,4,5991
35799,Train,7175,7613,3,7175
35800,Overpass,7175,7613,-2,7613
35801,Mirage,7175,7613,-2,7613
35802,Mirage,4411,7613,6,4411
35803,Cache,4411,7613,14,4411
35816,Inferno,4411,5991,-8,5991
35817,Cache,4411,5991,6,4411
35818,Train,4411,5991,7,4411
35840,Mirage,4991,5988,4,4991
35844,Overpass,6665,7010,2,6665
35855,Mirage,7533,5752,-4,5752
35856,Inferno,6667,7532,-8,7532
35857,Inferno,6137,5395,3,6137
35861,Nuke,5378,6094,14,5378
35862,Overpass,4608,5995,-2,5995
35863,Inferno,6651,4494,6,6651
35877,Mirage,5395,7533,-7,7533
35879,Cache,6651,5995,10,6651
35882,Train,7010,6094,10,7010
35884,Inferno,6137,6665,8,6137
35887,Nuke,7649,4674,-2,4674
35888,Overpass,7649,4674,8,7649
35889,Cobblestone,7649,4674,-13,4674
35890,Cache,5378,4991,5,5378
35891,Train,4494,6667,4,4494
35892,Inferno,7532,5752,5,7532
35901,Inferno,7856,4674,-8,4674
35902,Cobblestone,7856,4674,-4,4674
35906,Train,6651,5378,5,6651
35913,Cobblestone,4494,7533,-4,7533
35920,Inferno,6137,7532,-2,7532
35921,Overpass,4608,7010,-6,7010
35922,Nuke,4991,6665,-2,6665
35923,Mirage,5988,6667,6,5988
35929,Cobblestone,5995,5752,2,5995
35938,Train,4494,5752,-5,5752
35944,Train,5378,5752,6,5378
35951,Overpass,6137,7010,7,6137
35953,Inferno,5995,6665,-10,6665
35968,Train,5988,7010,-10,7010
35969,Overpass,4991,5995,6,4991
35971,Mirage,4608,4991,-4,4991
35972,Mirage,7533,5378,2,7533
36001,Cobblestone,5991,6673,11,5991
36002,Overpass,7801,8133,12,7801
36003,Cache,7801,8133,12,7801
36016,Overpass,7175,6902,9,7175
36021,Mirage,6211,7557,7,6211
36025,Cache,6665,6137,4,6665
36026,Overpass,6665,6137,10,6665
36032,Train,6651,4991,2,6651
36033,Inferno,6651,4991,4,6651
36036,Cobblestone,7532,7010,2,7532
36037,Inferno,7532,7010,-9,7010
36038,Train,7532,7010,-2,7010
36043,Cobblestone,7533,5378,-7,5378
36044,Nuke,7533,5378,-6,5378
36045,Overpass,5310,7557,9,5310
36046,Inferno,5310,7557,2,5310
36047,Inferno,5991,7175,-7,7175
36050,Mirage,6669,7557,-4,7557
36051,Train,6669,7557,-2,7557
36052,Inferno,7010,5378,11,7010
36053,Mirage,7010,5378,5,7010
36071,Mirage,7880,7801,-3,7801
36072,Cache,7880,7801,-3,7801
36073,Cache,5991,6902,3,5991
36074,Cobblestone,5991,6902,9,5991
36075,Overpass,6651,6665,6,6651
36076,Inferno,6651,6665,-8,6665
36077,Train,6651,6665,4,6651
36078,Mirage,5310,6211,-2,6211
36081,Inferno,6673,6902,-9,6902
36082,Mirage,6673,6902,8,6673
36083,Cobblestone,6673,6902,-5,6902
36089,Cache,6211,5991,2,6211
36090,Train,6211,5991,-5,5991
36091,Cobblestone,6211,5991,-8,5991
36096,Mirage,7175,5310,-4,5310
36097,Inferno,7175,5310,8,7175
36098,Overpass,7175,5310,13,7175
36103,Cobblestone,6651,7010,-12,7010
36104,Train,6651,7010,5,6651
36105,Inferno,6651,7010,6,6651
36107,Overpass,7175,5991,5,7175
36108,Cobblestone,7175,5991,-8,5991
36109,Inferno,7175,5991,-14,5991
36282,Inferno,5005,7880,13,5005
36313,Train,5005,8146,7,5005
36314,Inferno,5005,8146,5,5005
36341,Inferno,5005,4643,2,5005
36342,Overpass,5005,4643,3,5005
36399,Train,7924,5005,-2,5005
36400,Cobblestone,7924,5005,2,7924
36401,Inferno,7924,5005,4,7924
36421,Inferno,5005,8049,2,5005
36427,Train,5005,6710,-4,6710
36433,Inferno,6137,6947,7,6137
36434,Cache,6137,6947,-3,6947
36435,Train,6137,6947,15,6137
36925,Inferno,4674,8064,-10,8064
36930,Mirage,8249,5005,-3,5005
36933,Cobblestone,7105,6301,-14,6301
36953,Cobblestone,7924,6301,3,7924
36959,Inferno,5005,7641,12,5005
36975,Inferno,8181,5005,-7,5005
37044,Cobblestone,5005,7924,2,5005
37045,Inferno,5005,7924,-5,7924
37046,Train,5005,7924,10,5005
37055,Inferno,4674,6896,10,4674
37067,Cobblestone,4674,5929,3,4674
37074,Cobblestone,4674,5991,-6,5991
37075,Cobblestone,5991,5310,-5,5310
37088,Overpass,5310,4674,-11,4674
37097,Cache,4674,5524,10,4674
37102,Cobblestone,5991,5929,13,5991
37151,Nuke,8211,4674,-9,4674
37152,Overpass,4674,7865,5,4674
37154,Inferno,5991,4674,-3,4674
37155,Overpass,5991,4674,8,5991
37156,Cobblestone,5991,4674,14,5991
37183,Nuke,5752,7641,-7,7641
37184,Train,5752,7641,11,5752
37185,Cache,5752,7641,7,5752
37186,Cache,4674,6693,2,4674
37187,Overpass,4674,6693,-5,6693
37188,Cobblestone,4674,6693,-2,6693
37197,Train,6301,5873,-2,5873
37202,Cache,5991,5310,4,5991
37203,Nuke,5991,5310,13,5991
37218,Train,4411,7532,-2,7532
37219,Cache,4411,7532,-4,7532
37227,Train,5995,6896,4,5995
37228,Cobblestone,5995,6896,8,5995
37229,Train,6211,5005,-3,5005
37230,Cobblestone,6211,5005,-3,5005
37257,Nuke,6673,7924,-3,7924
37258,Mirage,6673,7924,10,6673
37259,Inferno,6673,7924,-9,7924
37273,Train,6651,7532,11,6651
37274,Overpass,6651,7532,-8,7532
37275,Mirage,6651,7532,12,6651
37290,Nuke,5991,6651,7,5991
37291,Train,5991,6651,11,5991
37298,Inferno,5752,5005,9,5752
37299,Train,5752,5005,4,5752
37310,Inferno,5995,5991,4,5995
37311,Cache,5995,5991,-4,5991
37312,Cobblestone,5995,5991,-10,5991
37334,Cobblestone,7924,5974,-8,5974
37335,Train,7924,5974,4,7924
37336,Inferno,7924,5974,13,7924
37337,Train,5974,6118,6,5974
37338,Cobblestone,5974,6118,12,5974
37363,Cobblestone,5752,7924,13,5752
37364,Mirage,5752,7924,-7,7924
37365,Inferno,5752,7924,14,5752
37373,Train,7532,4991,-7,4991
37374,Overpass,6667,5995,4,6667
37375,Cache,6615,7801,11,6615
37376,Cache,5995,6667,-13,6667
37386,Mirage,5310,7175,-8,7175
37393,Cobblestone,4991,7532,5,4991
37394,Mirage,6902,4494,3,6902
37399,Train,6137,5973,-4,5973
37405,Overpass,7175,5310,2,7175
37408,Train,5974,5752,5,5974
37411,Inferno,6301,6673,-3,6673
37412,Inferno,7801,6615,-6,6615
37413,Cobblestone,5973,6137,-13,6137
37414,Cobblestone,6673,6301,11,6673
37415,Cobblestone,5752,5974,-4,5974
37416,Mirage,7557,5974,-7,5974
37417,Inferno,6902,7175,7,6902
37420,Cache,4494,6667,7,4494
37439,Cobblestone,4674,8293,11,4674
37441,Overpass,7157,6615,-12,6615
37445,Cache,7532,5310,-9,5310
37446,Cobblestone,5310,7532,-5,7532
37453,Overpass,5995,6665,7,5995
37455,Train,7175,6902,6,7175
37469,Inferno,6665,5995,-10,5995
37470,Mirage,6667,4494,2,6667
37474,Train,5974,7557,-8,7557
37475,Inferno,6290,6137,-4,6137
37476,Mirage,7801,5973,-7,5973
37477,Nuke,5973,7801,-2,7801
37478,Mirage,6615,7157,4,6615
37479,Cobblestone,6137,6290,12,6137
37487,Train,5988,4494,5,5988
37488,Train,7557,6290,2,7557
37490,Nuke,5995,7533,7,5995
37491,Overpass,7157,5005,-7,5005
37492,Overpass,7532,6667,-8,6667
37495,Inferno,7175,6665,-4,6665
37498,Cobblestone,5395,4494,1,5395
37501,Cobblestone,5991,5310,2,5991
37507,Overpass,6665,7175,10,6665
37508,Cobblestone,7533,5995,9,7533
37509,Cache,5310,5991,-3,5991
37521,Inferno,4494,8001,5,4494
37522,Nuke,7865,4674,3,7865
37523,Inferno,7865,4674,-4,4674
37524,Cache,7865,4674,-9,4674
37525,Mirage,7820,4674,-4,4674
37526,Inferno,7820,4674,-13,4674
37532,Train,6667,7532,-6,7532
37535,Cache,6290,7557,-2,7557
37536,Cache,6301,8270,10,6301
37537,Nuke,6301,8270,15,6301
37538,Train,5005,7157,9,5005
37543,Cobblestone,7010,6137,8,7010
37544,Cobblestone,6211,6301,-12,6301
37554,Nuke,6667,5991,9,6667
37555,Inferno,4674,4991,-12,4991
37561,Cache,4991,4674,10,4991
37562,Train,6301,6211,-15,6211
37563,Train,6137,7010,4,6137
37565,Cobblestone,5991,7533,-3,7533
37570,Cache,8001,4494,4,8001
37580,Overpass,4608,7175,-6,7175
37581,Nuke,7533,5991,10,7533
37582,Nuke,6301,6792,11,6301
37583,Train,6301,6792,7,6301
37584,Train,5991,6667,-4,6667
37587,Inferno,7175,4608,2,7175
37588,Train,5005,6137,-4,6137
37589,Cobblestone,7010,6211,-3,6211
37590,Train,5974,5973,-5,5973
37594,Train,4602,7532,8,4602
37600,Train,7175,8309,14,7175
37618,Inferno,8303,5991,-13,5991
37623,Mirage,6673,5752,8,6673
37640,Overpass,4608,4991,-7,4991
37641,Inferno,4411,7533,-4,7533
37643,Cobblestone,5973,5974,10,5973
37644,Inferno,5752,6673,3,5752
37646,Cobblestone,6137,5005,8,6137
37664,Mirage,4991,4608,-11,4608
37668,Cache,6211,7010,-5,7010
37672,Nuke,7533,4411,11,7533
37694,Mirage,4674,7900,-4,7900
37695,Nuke,4674,7900,3,4674
37696,Inferno,4674,7900,-4,7900
37701,Cobblestone,7010,4643,7,7010
37704,Cobblestone,6301,8319,12,6301
37716,Cobblestone,5995,4494,9,5995
37717,Overpass,5005,4643,2,5005
37718,Train,5005,4643,10,5005
37721,Train,4608,4411,7,4608
37722,Mirage,4411,4608,3,4411
37733,Overpass,7010,6301,3,7010
37734,Cobblestone,7010,6301,11,7010
37735,Mirage,7157,5005,-3,5005
37736,Train,7157,5005,-12,5005
37749,Cobblestone,7010,6811,6,7010
37750,Mirage,7010,6811,12,7010
37751,Mirage,6673,8085,3,6673
37754,Nuke,7175,5988,10,7175
37755,Overpass,7175,5988,7,7175
37759,Cache,6673,6211,-5,6211
37760,Mirage,6673,6211,-7,6211
37765,Inferno,6290,5005,9,6290
37766,Inferno,7613,5991,-4,5991
37767,Train,7613,5991,-9,5991
37768,Cobblestone,6290,5973,-7,5973
37769,Inferno,6290,5973,-5,5973
37772,Nuke,5005,8312,15,5005
37773,Train,5005,8312,13,5005
37776,Cobblestone,5973,6211,4,5973
37777,Train,5973,6211,-7,6211
37778,Overpass,5973,6211,8,5973
37779,Cache,5974,6811,-4,6811
37788,Inferno,7157,8318,5,7157
37789,Mirage,7157,8318,13,7157
37790,Train,5973,7878,12,5973
37795,Cobblestone,6211,7882,12,6211
37798,Cache,4494,5995,3,4494
37820,Mirage,7557,7924,-5,7924
37826,Train,7157,6118,11,7157
37827,Cache,7157,6118,12,7157
37828,Cobblestone,8242,5991,-8,5991
37829,Inferno,8242,5991,-3,5991
37832,Inferno,8068,7175,-8,7175
37833,Train,8068,7175,-15,7175
37843,Mirage,5005,8181,5,5005
37844,Inferno,5005,8181,5,5005
37849,Cobblestone,6811,6211,-3,6211
37850,Cache,6811,6211,-8,6211
37872,Overpass,7175,5929,-11,5929
37873,Train,7175,5929,5,7175
37874,Overpass,7557,5005,4,7557
37875,Train,7557,5005,-8,5005
37876,Cache,6211,5378,9,6211
37877,Train,6665,6211,13,6665
37885,Nuke,6667,4411,-8,4411
37886,Mirage,7567,5752,-14,5752
37888,Cobblestone,7010,4991,2,7010
37889,Inferno,5995,5991,3,5995
37893,Inferno,5752,7533,-6,7533
37895,Mirage,6137,7567,14,6137
37896,Inferno,5378,4608,-12,4608
37897,Train,6651,4494,10,6651
37917,Mirage,4494,6667,-7,6667
37918,Nuke,7175,4674,3,7175
37919,Inferno,7175,4674,-2,4674
37920,Cobblestone,4991,5991,3,4991
37924,Overpass,6118,5005,3,6118
37925,Inferno,6118,5005,-2,5005
37926,Mirage,7010,5995,-4,5995
37927,Inferno,7010,5995,3,7010
37928,Overpass,7010,5995,-6,5995
37932,Cobblestone,6137,7533,11,6137
37933,Train,6137,7533,-8,7533
37934,Inferno,6137,7533,-5,7533
37937,Cache,6651,4411,-3,4411
37938,Overpass,6651,4411,2,6651
37939,Train,6651,4411,-9,4411
37943,Overpass,5005,6301,-4,6301
37944,Inferno,5005,6301,6,5005
37945,Mirage,7175,6134,7,7175
37946,Inferno,7175,6134,12,7175
37948,Overpass,6665,4608,10,6665
37949,Mirage,6665,4608,6,6665
37952,Cache,5929,4674,10,5929
37953,Overpass,5929,4674,-2,4674
37957,Train,7557,6118,-5,6118
37958,Nuke,7557,6118,-3,6118
37961,Cobblestone,6211,4608,-5,4608
37962,Train,6211,4608,-5,4608
37968,Train,5752,6137,-3,6137
37969,Cobblestone,5752,6137,-7,6137
37974,Cache,4991,7010,-6,7010
37975,Train,4991,7010,-8,7010
37976,Inferno,5005,7924,-10,7924
37977,Cobblestone,5005,7924,14,5005
37978,Mirage,6667,6651,5,6667
37979,Train,6667,6651,-8,6651
37980,Nuke,6667,6651,-3,6651
37992,Mirage,6673,8343,6,6673
37998,Mirage,5005,6707,5,5005
37999,Inferno,5005,6707,6,5005
38005,Inferno,7175,5991,7,7175
38013,Inferno,7533,7010,9,7533
38014,Mirage,7533,7010,2,7533
38015,Train,4494,7701,12,4494
38039,Cache,6290,7632,8,6290
38042,Cobblestone,5995,6137,-5,6137
38043,Inferno,5995,6137,2,5995
38044,Mirage,5995,6137,5,5995
38045,Train,4411,4608,-10,4608
38046,Nuke,4411,4608,2,4411
38047,Mirage,4411,4608,8,4411
38048,Cache,6665,6651,-3,6651
38049,Mirage,6665,6651,-10,6651
38050,Mirage,4494,5310,12,4494
38052,Train,7175,6669,-4,6669
38058,Cache,4494,5929,-9,5929
38059,Mirage,4494,5929,-3,5929
38099,Train,6290,6673,-6,6673
38100,Cobblestone,6290,6673,2,6290
38101,Cache,6290,6673,15,6290
38102,Inferno,5005,7616,6,5005
38103,Mirage,5005,7616,10,5005
38113,Inferno,5995,4411,7,5995
38114,Cache,5995,4411,2,5995
38115,Mirage,8064,4494,-7,4494
38116,Cobblestone,8064,4494,-10,4494
38117,Inferno,5995,7533,4,5995
38118,Cobblestone,5995,7533,7,5995
38124,Train,6651,7533,-4,7533
38125,Cobblestone,6651,7533,-10,7533
38126,Nuke,7557,6301,-2,6301
38127,Overpass,7557,6301,5,7557
38128,Inferno,7726,6290,-5,6290
38129,Train,7726,6290,-7,6290
38131,Train,7533,6134,6,7533
38132,Mirage,7533,6134,12,7533
38138,Inferno,5005,4643,2,5005
38139,Cobblestone,5005,4643,8,5005
38153,Nuke,7533,4674,-2,4674
38154,Overpass,7533,4674,2,7533
38160,Nuke,4411,6665,-2,6665
38163,Mirage,7533,6651,-4,6651
38164,Inferno,7533,6651,11,7533
38169,Inferno,6665,4411,10,6665
38176,Cache,6902,5991,6,6902
38177,Train,5991,6902,3,5991
38178,Mirage,6211,5005,6,6211
38179,Mirage,7533,4602,3,7533
38180,Nuke,7533,4602,-5,4602
38184,Train,6615,6673,13,6615
38185,Overpass,6665,6902,-8,6902
38192,Overpass,5310,7533,7,5310
38196,Mirage,7557,7157,8,7557
38202,Inferno,7533,6855,16,7533
38203,Mirage,7533,6855,11,7533
38210,Overpass,6615,6301,4,6615
38214,Mirage,6673,6615,9,6673
38215,Inferno,6301,6615,-2,6615
38216,Train,5005,6211,-9,6211
38220,Cobblestone,7533,5310,7,7533
38229,Mirage,6902,6665,-7,6665
38235,Cache,7157,7557,-11,7557
38236,Train,5752,7010,13,5752
38237,Cache,6290,7801,10,6290
38238,Train,7801,6290,-13,6290
38239,Inferno,7010,5752,11,7010
38240,Nuke,7616,6301,10,7616
38241,Inferno,7616,6301,10,7616
38242,Mirage,5974,6211,2,5974
38245,Cobblestone,5991,4991,-6,4991
38246,Inferno,6137,4494,4,6137
38247,Train,4411,5310,10,4411
38248,Overpass,6651,6137,-4,6137
38249,Train,5378,5991,10,5378
38250,Inferno,5310,4411,-11,4411
38253,Cache,4991,5991,7,4991
38254,Overpass,4602,4674,4,4602
38255,Nuke,4602,4674,3,4602
38259,Mirage,5973,5378,-6,5378
38262,Mirage,6651,7175,9,6651
38266,Overpass,5973,7532,2,5973
38270,Cache,6290,7010,10,6290
38271,Cobblestone,6651,4494,-2,4494
38272,Train,6651,4494,-2,4494
38273,Train,7175,4494,-9,4494
38274,Nuke,7175,4494,-8,4494
38284,Cobblestone,6211,5974,2,6211
38288,Cache,6673,7801,14,6673
38292,Overpass,6615,7557,2,6615
38293,Inferno,7532,5991,-8,5991
38294,Mirage,7532,5991,9,7532
38295,Train,7532,5991,10,7532
38296,Mirage,7801,6673,-12,6673
38301,Cache,7557,6615,6,7557
38302,Train,5752,5005,11,5752
38312,Mirage,6667,6211,7,6667
38320,Inferno,5995,4608,-6,4608
38321,Mirage,7533,6134,5,7533
38338,Inferno,7010,6290,11,7010
38339,Mirage,5974,6134,-12,6134
38340,Cobblestone,7533,8181,2,7533
38355,Nuke,8212,4674,-6,4674
38357,Mirage,6211,5995,-7,5995
38358,Nuke,6211,5995,-14,5995
38368,Train,6673,8373,13,6673
38369,Mirage,6673,8373,10,6673
38386,Cobblestone,4608,5995,-4,5995
38387,Inferno,4608,5995,-2,5995
38399,Overpass,8181,5974,-7,5974
38400,Cache,8181,5974,-15,5974
38416,Inferno,5005,6290,-3,6290
38417,Train,5005,6290,-6,6290
38422,Train,6134,5974,-5,5974
38423,Mirage,6134,5974,-6,5974
38427,Cache,5752,7010,-3,7010
38433,Mirage,6896,6902,11,6896
38437,Inferno,6667,4608,10,6667
38448,Cobblestone,6673,8376,6,6673
38449,Cache,5752,6290,4,5752
38450,Train,5752,6290,11,5752
38451,Cobblestone,4674,6896,-8,6896
38456,Train,5973,7532,12,5973
38457,Mirage,5973,7532,3,5973
38461,Cache,5378,4494,2,5378
38462,Overpass,5378,4494,-10,4494
38463,Train,5378,4494,-2,4494
38468,Inferno,6137,5973,-4,5973
38469,Cobblestone,6137,5973,-6,5973
38481,Inferno,6673,5479,8,6673
38482,Mirage,6673,5479,4,6673
38510,Cobblestone,4494,5973,8,4494
38511,Inferno,4494,5973,-11,5973
38512,Train,4494,5973,7,4494
38513,Mirage,4494,5973,-3,5973
38514,Nuke,4494,5973,12,4494
38540,Train,7533,5752,10,7533
38541,Cobblestone,7533,5752,5,7533
38558,Train,5378,6137,-7,6137
38559,Cobblestone,5378,6137,9,5378
38560,Inferno,5378,6137,-10,6137
38567,Train,7010,5974,2,7010
38568,Inferno,7010,5974,6,7010
38600,Inferno,4674,6902,7,4674
38617,Overpass,7175,7532,-15,7532
38618,Train,7157,6301,-2,6301
38619,Overpass,6902,4674,-8,4674
38620,Train,7532,7175,4,7532
38626,Nuke,6301,7157,7,6301
38631,Nuke,7175,6855,6,7175
38632,Train,7175,6855,13,7175
38635,Overpass,4674,5310,-2,5310
38641,Cache,5310,4674,-8,4674
38642,Overpass,4643,6301,5,4643
38643,Inferno,4643,6301,6,4643
38645,Mirage,6902,7532,-3,7532
38651,Cache,7532,6902,8,7532
38653,Cache,7157,7801,8,7157
38663,Nuke,6855,4674,7,6855
38664,Inferno,6855,4674,-6,4674
38668,Nuke,6301,7557,-2,7557
38674,Inferno,6651,4674,7,6651
38675,Cache,6651,4674,3,6651
38686,Train,7557,6301,7,7557
38691,Inferno,7801,7157,-2,7157
38694,Train,7557,7616,2,7557
38695,Mirage,7557,7616,10,7557
38698,Cache,6667,5378,11,6667
38699,Mirage,6665,5973,3,6665
38700,Inferno,6667,6665,10,6667
38701,Nuke,7175,4602,9,7175
38702,Overpass,7175,4602,-6,4602
38704,Mirage,7533,4991,2,7533
38706,Mirage,5752,4608,6,5752
38707,Train,5752,4608,5,5752
38708,Inferno,6665,5973,-2,5973
38709,Cache,6665,5973,2,6665
38710,Mirage,6665,5973,-4,5973
38713,Cobblestone,4494,7010,-8,7010
38716,Train,6137,5752,11,6137
38717,Inferno,5378,5973,-6,5973
38718,Nuke,5378,5973,10,5378
38719,Mirage,5378,5973,-11,5973
38721,Train,5991,4608,-5,4608
38722,Cobblestone,5991,4608,-8,4608
38723,Cobblestone,6137,5991,4,6137
38724,Inferno,5752,4608,3,5752
38750,Train,7010,4991,-6,4991
38751,Inferno,7010,4991,-2,4991
38771,Cobblestone,7010,7533,-2,7533
38773,Inferno,6137,5973,-4,5973
38774,Overpass,6137,5973,11,6137
38775,Cobblestone,6137,5973,-2,5973
38776,Train,4494,4991,-11,4991
38777,Mirage,4494,4991,3,4494
38778,Cobblestone,4494,4991,-3,4991
38779,Mirage,6667,5752,12,6667
38780,Overpass,6667,5752,13,6667
38831,Inferno,5973,6667,-13,6667
38832,Overpass,5973,6667,-2,6667
38833,Mirage,5973,6667,-12,6667
38834,Cache,4411,5929,6,4411
38835,Mirage,4411,5929,12,4411
38836,Inferno,7924,6301,7,7924
38837,Nuke,7924,6301,-2,6301
38850,Overpass,7557,7924,5,7557
38851,Mirage,7557,7924,8,7557
38860,Cache,4674,6134,2,4674
38861,Nuke,4674,6134,3,4674
38867,Inferno,7175,5310,-4,5310
38868,Cobblestone,7175,5310,-3,5310
38873,Cache,4674,8395,3,4674
38884,Train,6118,6301,-3,6301
38885,Cobblestone,6118,6301,4,6118
38904,Overpass,7557,4643,2,7557
38905,Cache,7557,4643,13,7557
38908,Overpass,6902,8347,-9,8347
38913,Train,6118,7157,4,6118
38915,Train,7723,7157,-7,7157
38916,Mirage,8384,5005,2,8384
38919,Train,5974,7010,3,5974
38920,Inferno,5974,7010,-8,7010
38921,Cache,5974,7010,-9,7010
38929,Train,6301,8181,-12,8181
38947,Train,7557,8359,5,7557
38948,Mirage,7557,8359,13,7557
38963,Mirage,5973,6290,6,5973
38964,Train,5973,6290,-3,6290
38965,Inferno,5973,6290,4,5973
38977,Cache,5929,4674,-4,4674
38978,Mirage,5422,4674,13,5422
38979,Nuke,5422,4674,-3,4674
38980,Overpass,5422,4674,-10,4674
38983,Train,6301,8359,9,6301
38984,Nuke,6301,8359,14,6301
38988,Cobblestone,7533,5929,-4,5929
38989,Train,7533,5929,-11,5929
38991,Inferno,5752,6615,10,5752
38992,Overpass,5752,6615,5,5752
38993,Mirage,7533,7175,-6,7175
38994,Inferno,7533,7175,-2,7175
38998,Mirage,6667,7532,13,6667
38999,Cache,6667,7532,-2,7532
39000,Overpass,6667,7532,15,6667
39039,Cobblestone,5378,5991,-10,5991
39041,Cobblestone,7557,6673,-3,6673
39042,Overpass,7557,6673,10,7557
39043,Train,7557,6673,-9,6673
39049,Mirage,5752,4411,10,5752
39116,Mirage,4674,8422,-10,8422
39117,Nuke,4674,8422,5,4674
39118,Overpass,4674,8422,2,4674
39122,Cache,5310,4674,-2,4674
39123,Mirage,5310,4674,13,5310
39124,Overpass,5310,4674,12,5310
39142,Cobblestone,5991,4411,-7,4411
39143,Cache,5991,4411,7,5991
39144,Nuke,5991,4411,10,5991
39161,Train,5991,5752,-14,5752
39191,Overpass,5378,4411,-8,4411
39192,Train,5378,4411,-11,4411
39199,Cache,8221,6673,5,8221
39200,Mirage,8221,6673,-12,6673
39201,Inferno,8221,6673,-10,6673
39217,Train,6290,7557,4,6290
39218,Mirage,6290,7557,3,6290
39219,Cache,6290,7557,7,6290
39222,Inferno,8429,7801,-7,7801
39239,Inferno,5974,6290,-5,6290
39240,Mirage,5974,6290,-6,6290
39247,Nuke,7175,4494,5,7175
39248,Train,7175,4494,7,7175
39249,Cobblestone,4991,4494,2,4991
39250,Mirage,4991,4494,-6,4494
39251,Train,4991,4494,10,4991
39281,Train,7157,8428,15,7157
39283,Cobblestone,4949,4674,-7,4674
39284,Overpass,4949,4674,-11,4674
39305,Cobblestone,5005,8384,-7,8384
39306,Inferno,5005,8384,-2,8384
39315,Nuke,5422,7175,-9,7175
39316,Mirage,5422,7175,-6,7175
39317,Inferno,5422,7175,-3,7175
39342,Inferno,6211,7157,9,6211
39343,Mirage,6211,7157,9,6211
39344,Cobblestone,6118,7801,-2,7801
39345,Overpass,6118,7801,3,6118
39346,Nuke,6118,7801,2,6118
39354,Cobblestone,4643,6673,-7,6673
39355,Train,4643,6673,-12,6673
39373,Cobblestone,7801,6290,8,7801
39374,Train,7801,6290,-3,6290
39375,Mirage,7801,6290,3,7801
39376,Train,6902,7331,9,6902
39377,Mirage,6902,7331,2,6902
39384,Cobblestone,6673,6211,-7,6211
39385,Overpass,6673,6211,8,6673
39386,Train,6673,6211,3,6673
39389,Overpass,6673,6118,11,6673
39390,Cobblestone,6673,6118,5,6673
39391,Train,7157,8398,-3,8398
39392,Mirage,7157,8398,3,7157
39393,Cache,7157,8398,4,7157
39395,Cache,5310,4991,-4,4991
39396,Mirage,5310,4991,3,5310
39397,Cobblestone,5310,4991,8,5310
39402,Inferno,8349,6290,5,8349
39403,Cache,8349,6290,-10,6290
39404,Train,8349,6290,-3,6290
39409,Cobblestone,8181,7801,8,8181
39410,Train,8181,7801,-6,7801
39411,Inferno,8181,7801,-2,7801
39421,Train,6615,5005,3,6615
39427,Overpass,4991,7175,-11,7175
39428,Train,4991,7175,-7,7175
39429,Cache,4674,5991,8,4674
39431,Cobblestone,7533,4494,4,7533
39437,Mirage,4494,7533,-2,7533
39441,Nuke,5991,4674,-3,4674
39442,Overpass,5752,7801,10,5752
39447,Inferno,7801,5752,-4,5752
39448,Overpass,6137,5974,9,6137
39449,Train,6211,6673,-9,6673
39461,Mirage,4991,7175,3,4991
39462,Mirage,5005,6615,-2,6615
39477,Mirage,6902,7865,6,6902
39478,Inferno,6902,7865,-6,7865
39479,Overpass,6902,7865,-4,7865
39481,Mirage,7557,6615,-12,6615
39482,Train,7557,6615,-12,6615
39491,Cache,5974,6137,13,5974
39492,Inferno,7175,4991,-3,4991
39493,Inferno,5752,6673,3,5752
39494,Mirage,5752,6673,7,5752
39499,Cobblestone,6673,6211,-7,6211
39501,Train,7157,7010,2,7157
39504,Mirage,6902,4991,4,6902
39507,Overpass,6301,5752,-15,5752
39508,Cache,6211,6615,8,6211
39515,Cache,4991,4494,6,4991
39519,Inferno,5752,6301,12,5752
39524,Overpass,4674,8347,4,4674
39538,Mirage,6290,5005,8,6290
39539,Cache,6978,4674,3,6978
39545,Train,6673,5973,-11,5973
39546,Overpass,4411,5995,3,4411
39551,Cobblestone,4494,6902,10,4494
39552,Cobblestone,7010,5974,-6,5974
39554,Cache,7532,4674,3,7532
39555,Train,5005,6290,-3,6290
39558,Overpass,4411,6667,-10,6667
39559,Nuke,4411,6667,-12,6667
39560,Cache,4991,6902,-5,6902
39561,Train,4608,5991,11,4608
39564,Inferno,5973,6673,-4,6673
39568,Overpass,4674,7532,4,4674
39573,Train,5974,7010,10,5974
39580,Cobblestone,4411,6667,10,4411
39581,Train,4494,4991,-15,4991
